0	1	1	1	0	1	2	1	4	2.4	2.8	0.134	0.857	0.009	2
0	0	1	0	1	999	3	1	2	2	3.25	0.636	0	0.364	1
0	0	0	1	0	1	2	1	1	1.2	3.2	0.904	0	0.096	1
1	0	1	1	1	0	5	0	2	1.8	2.8	0.999	0	0.001	1
0	0	0	0	0	0	2	1	1	2.2	2.6	0.111	0	0.889	3
0	0	1	0	0	1	3	1	2	1	4	0.434	0	0.566	3
1	0	1	1	1	1	2	0	4	2.2	2.4	0.999	0	0.001	1
1	0	1	1	0	1	5	1	1	2.8	3.2	0.997	0	0.003	1
0	0	1	0	0	1	2	0	2	2.2	3	0.434	0	0.566	3
0	0	1	1	0	0	5	0	3	2	2.2	0.983	0	0.017	1
1	0	1	0	0	0	3	1	1	1.4	2.8	0.814	0	0.186	1
1	0	0	1	0	0	2	1	2	1.4	3.6	0.982	0	0.018	1
1	0	1	0	1	1	3	0	4	2.8	2.6	0.909	0	0.091	1
1	0	1	0	1	1	2	1	2	2.2	2.8	0.909	0	0.091	1
0	0	1	0	0	0	3	1	1	1.4	3.4	0.434	0	0.566	3
1	0	0	0	0	1	3	0	2	2.75	3.2	0.415	0	0.585	3
1	0	0	0	1	999	3	1	5	3.4	1.8	0.618	0	0.382	1
1	0	0	1	0	1	3	1	3	2	3.2	0.982	0	0.018	1
0	0	0	0	0	1	5	1	1	1	3.2	0.111	0	0.889	3
1	1	0	1	0	1	3	0	4	1	3	0.424	0.546	0.03	2
0	0	0	0	0	1	3	1	2	1.8	3.2	0.111	0	0.889	3
1	0	0	1	0	0	3	0	4	1.6	3	0.982	0	0.018	1
1	0	0	1	0	0	2	1	2	2	2.4	0.982	0	0.018	1
0	0	1	0	1	1	2	1	3	2.2	3	0.636	0	0.364	1
1	0	1	1	0	1	3	0	1	1.8	3.6	0.997	0	0.003	1
1	0	1	1	0	1	3	1	2	1.2	3.4	0.997	0	0.003	1
0	1	1	1	1	0	2	1	2	1.6	3.2	0.033	0.966	0.001	2
0	0	0	1	0	0	2	1	1	1	4	0.904	0	0.096	1
1	0	1	1	0	0	2	0	4	2.6	3.2	0.997	0	0.003	1
0	0	0	1	0	0	5	1	1	1	4	0.904	0	0.096	1
1	0	0	1	0	1	2	1	2	1	4	0.982	0	0.018	1
0	0	1	0	0	0	2	1	2	1.4	2.6	0.434	0	0.566	3
1	0	0	1	0	0	5	1	2	1.8	2.4	0.982	0	0.018	1
0	0	0	0	0	1	3	1	1	1	3	0.111	0	0.889	3
0	0	1	0	0	0	2	1	1	2.4	2.4	0.434	0	0.566	3
1	0	0	0	0	1	2	1	3	1.6	3.8	0.415	0	0.585	3
0	0	0	0	1	1	2	1	4	1	2.4	0.221	0	0.779	3
1	0	0	0	0	0	5	1	2	1	4	0.415	0	0.585	3
0	0	1	0	0	1	5	0	3	2.8	1.8	0.434	0	0.566	3
0	0	1	0	0	0	2	1	1	1	3	0.434	0	0.566	3
1	0	0	0	0	0	2	1	1	1	4	0.415	0	0.585	3
0	0	0	0	0	0	2	1	1	1	1.2	0.111	0	0.889	3
1	0	0	0	1	1	3	1	3	1.8	3.2	0.618	0	0.382	1
1	0	1	1	0	1	2	0	2	3	2.4	0.997	0	0.003	1
1	0	1	0	1	1	3	0	3	1.4	3.6	0.909	0	0.091	1
0	0	0	0	0	0	2	1	3	1	2.6	0.111	0	0.889	3
1	0	0	1	0	1	3	0	4	1.4	3.2	0.982	0	0.018	1
0	0	0	0	1	1	3	1	3	1.8	2.8	0.221	0	0.779	3
1	0	0	1	1	1	3	0	4	2.4	3	0.992	0	0.008	1
1	0	1	1	0	0	2	1	999	1.8	3.6	0.997	0	0.003	1
1	1	1	1	1	1	3	1	1	3.8	1.4	0.085	0.914	0	2
0	0	0	0	0	0	2	1	2	1.6	3.6	0.111	0	0.889	3
0	1	1	1	1	1	5	1	2	2.4	3	0.033	0.966	0.001	2
1	0	1	1	1	1	3	1	4	3.2	1.6	0.999	0	0.001	1
1	0	1	1	1	1	5	1	4	3.4	2.4	0.999	0	0.001	1
0	0	1	0	1	1	2	0	4	3	2.2	0.636	0	0.364	1
0	0	1	1	0	0	3	1	2	1	3.6	0.983	0	0.017	1
1	0	0	0	0	1	2	1	2	2.6	2.8	0.415	0	0.585	3
0	0	0	1	0	0	5	0	2	1.8	3.2	0.904	0	0.096	1
1	0	1	1	1	0	2	1	4	2	3.8	0.999	0	0.001	1
1	0	0	1	0	0	3	1	2	1.6	3	0.982	0	0.018	1
1	0	1	1	1	1	2	0	4	2.2	2.6	0.999	0	0.001	1
0	0	0	1	0	0	2	1	3	2.4	3	0.904	0	0.096	1
1	0	1	0	0	1	5	1	2	2	3.4	0.814	0	0.186	1
1	0	0	0	0	1	5	0	4	3.2	1.6	0.415	0	0.585	3
0	0	0	0	0	0	5	1	2	1	3	0.111	0	0.889	3
0	0	0	0	0	0	3	1	2	2.4	2.6	0.111	0	0.889	3
0	0	0	0	0	0	5	1	1	1	3	0.111	0	0.889	3
0	0	1	0	0	1	2	1	2	1.4	3.4	0.434	0	0.566	3
1	0	1	0	1	1	4	1	3	2.4	2.4	0.909	0	0.091	1
0	0	0	0	0	0	2	1	1	1	2.4	0.111	0	0.889	3
0	0	0	0	0	0	2	1	999	2.2	3.6	0.111	0	0.889	3
0	0	1	1	0	1	2	1	3	2	2.4	0.983	0	0.017	1
0	1	1	1	0	0	4	0	3	2.4	2.6	0.134	0.857	0.009	2
0	0	1	1	0	0	2	1	2	1	4	0.983	0	0.017	1
1	0	1	1	1	0	2	0	2	3.4	3.4	0.999	0	0.001	1
1	0	1	1	0	0	2	1	2	2	3.8	0.997	0	0.003	1
1	0	1	1	0	0	4	999	999	1.6	4	0.997	0	0.003	1
1	0	1	0	0	0	5	1	1	1	3.8	0.814	0	0.186	1
0	0	0	0	0	0	2	1	3	1	1.6	0.111	0	0.889	3
1	0	1	1	0	0	4	1	999	1	3	0.997	0	0.003	1
0	1	1	1	0	0	3	0	4	1	2.6	0.134	0.857	0.009	2
0	0	0	0	0	1	4	1	1	1.6	3	0.111	0	0.889	3
0	0	0	0	0	1	5	1	1	2.2	1.4	0.111	0	0.889	3
0	0	1	1	0	1	4	1	1	3	3.6	0.983	0	0.017	1
0	1	0	1	0	0	5	1	1	2.25	2.8	0.206	0.71	0.084	2
0	0	1	0	1	1	4	0	3	1.6	3.6	0.636	0	0.364	1
1	0	1	1	0	1	4	1	1	1.4	3.75	0.997	0	0.003	1
1	1	0	1	1	1	5	0	4	2.2	3.4	0.146	0.849	0.005	2
0	0	0	0	0	1	2	1	2	1.4	2.8	0.111	0	0.889	3
0	1	1	1	1	1	4	0	5	2	2.6	0.033	0.966	0.001	2
1	0	1	0	1	0	5	1	999	1.5	3.2	0.909	0	0.091	1
0	0	0	0	0	1	2	1	5	1.6	2.2	0.111	0	0.889	3
0	0	0	0	1	1	2	1	5	3.8	1	0.221	0	0.779	3
0	0	1	0	1	1	3	1	2	2.2	1.6	0.636	0	0.364	1
1	0	0	1	1	0	2	0	2	3.2	2.8	0.992	0	0.008	1
1	0	0	1	0	1	5	1	2	1.8	3.4	0.982	0	0.018	1
0	0	0	1	1	1	2	0	3	3.2	2.4	0.956	0	0.044	1
0	0	1	0	0	1	4	1	4	2.6	2	0.434	0	0.566	3
1	0	0	0	0	0	4	1	1	1.4	3.2	0.415	0	0.585	3
0	0	0	1	0	1	4	0	4	3.2	2.2	0.904	0	0.096	1
0	0	1	1	0	1	4	1	3	1	3.8	0.983	0	0.017	1
0	0	1	0	0	1	5	999	2	1.2	2.8	0.434	0	0.566	3
0	0	0	0	0	0	4	1	1	1	3.2	0.111	0	0.889	3
0	0	0	1	0	0	4	1	999	1	3.6	0.904	0	0.096	1
1	0	0	0	0	1	5	0	5	2.2	1.6	0.415	0	0.585	3
1	0	1	1	1	1	2	1	4	3.6	2.2	0.999	0	0.001	1
0	0	0	0	0	0	3	1	1	1	3.6	0.111	0	0.889	3
1	1	1	1	1	0	4	0	1	1	2.8	0.085	0.914	0	2
0	0	0	1	0	0	4	1	1	1.6	3.4	0.904	0	0.096	1
0	0	0	0	0	1	1	1	1	1	3.6	0.111	0	0.889	3
0	0	1	1	0	1	2	1	3	1.6	2.4	0.983	0	0.017	1
1	0	1	1	0	1	4	0	3	1.2	2.8	0.997	0	0.003	1
0	0	1	0	1	1	5	1	4	1.8	2.2	0.636	0	0.364	1
1	0	1	0	1	1	2	1	4	3.6	2.4	0.909	0	0.091	1
1	0	0	1	0	1	5	1	2	1.4	4	0.982	0	0.018	1
1	0	0	0	0	0	3	1	1	1	3.2	0.415	0	0.585	3
1	0	1	1	0	1	4	1	1	1.2	3.8	0.997	0	0.003	1
0	0	1	0	0	0	4	1	1	1	3	0.434	0	0.566	3
1	0	1	1	0	1	2	1	1	2.2	2.8	0.997	0	0.003	1
0	1	0	1	1	1	5	1	5	3	2	0.06	0.93	0.011	2
0	0	1	1	0	0	4	1	2	1.4	3.2	0.983	0	0.017	1
1	0	0	0	0	1	1	1	4	1	2.2	0.415	0	0.585	3
0	0	1	1	1	0	2	1	1	2.8	2.8	0.992	0	0.008	1
0	0	0	0	0	0	4	1	3	1.8	2.8	0.111	0	0.889	3
0	0	0	1	999	0	4	0	2	1.2	3.2	0.916	0	0.084	1
0	0	0	0	0	0	2	1	2	1	3.4	0.111	0	0.889	3
1	0	1	1	0	1	4	1	1	1.6	3.6	0.997	0	0.003	1
0	0	1	1	0	1	5	1	2	1	3.6	0.983	0	0.017	1
0	0	0	0	0	0	2	1	2	1.4	2.6	0.111	0	0.889	3
0	1	0	0	1	1	3	0	1	1.6	2.8	0.069	0	0.931	3
1	0	1	1	1	0	2	1	3	1.6	3.4	0.999	0	0.001	1
1	0	1	1	0	1	5	0	3	2.4	3	0.997	0	0.003	1
0	0	1	1	1	1	2	1	4	2.2	2	0.992	0	0.008	1
0	0	0	0	0	0	3	0	1	1	3.6	0.111	0	0.889	3
0	0	0	0	0	1	5	0	2	1.4	3	0.111	0	0.889	3
1	0	1	0	0	1	4	1	1	1	4	0.814	0	0.186	1
1	0	0	1	0	0	4	0	5	1.2	3.8	0.982	0	0.018	1
0	0	1	1	1	1	5	1	4	3	2	0.992	0	0.008	1
0	0	1	1	0	1	5	0	3	2.8	2.6	0.983	0	0.017	1
1	0	1	1	0	1	2	0	3	1.6	2.2	0.997	0	0.003	1
0	0	0	0	0	1	3	1	4	2.4	2.6	0.111	0	0.889	3
1	0	0	0	0	1	4	1	5	1.2	3.2	0.415	0	0.585	3
1	0	1	0	0	1	4	0	1	2.2	2.6	0.814	0	0.186	1
1	0	0	0	0	1	4	1	2	1.4	3.6	0.415	0	0.585	3
0	0	1	1	1	1	5	0	5	3	1.8	0.992	0	0.008	1
0	0	1	1	0	0	4	0	3	2.2	3.2	0.983	0	0.017	1
0	1	1	0	0	0	4	1	2	1	3.4	0.166	0	0.834	3
1	0	1	1	0	1	5	1	3	2.2	3	0.997	0	0.003	1
1	0	1	0	0	999	4	1	1	2.4	1.8	0.814	0	0.186	1
0	0	0	0	0	0	4	1	2	1.2	3.2	0.111	0	0.889	3
0	0	0	0	0	1	1	1	1	1	3.6	0.111	0	0.889	3
0	0	1	1	0	1	5	1	2	2	3	0.983	0	0.017	1
0	0	1	0	0	1	4	1	1	1.2	3.6	0.434	0	0.566	3
0	0	0	999	0	0	2	1	1	1.8	3	0.294	0	0.706	3
0	0	1	1	0	999	4	1	999	1	3.4	0.983	0	0.017	1
0	0	1	1	1	1	3	1	5	2.6	1.8	0.992	0	0.008	1
1	0	0	1	0	0	4	1	2	1.4	3	0.982	0	0.018	1
1	0	0	0	999	0	4	1	999	1.8	3.2	0.452	0	0.548	3
1	0	1	0	0	1	4	1	3	1.8	3.2	0.814	0	0.186	1
0	1	1	1	0	0	2	0	4	1.8	2.8	0.134	0.857	0.009	2
0	1	1	0	0	1	4	1	1	1.8	3	0.166	0	0.834	3
0	1	1	1	1	0	3	0	2	2.2	2.4	0.033	0.966	0.001	2
0	0	1	1	0	1	4	1	3	2.8	2.4	0.983	0	0.017	1
0	0	1	0	0	1	4	1	1	2.8	3.4	0.434	0	0.566	3
0	0	1	1	0	0	3	1	2	1.8	3	0.983	0	0.017	1
1	0	1	1	0	1	2	1	2	1.4	3.8	0.997	0	0.003	1
1	1	1	0	0	1	5	0	2	1	3.6	0.532	0	0.468	1
1	0	0	1	0	1	4	0	2	1.2	3.2	0.982	0	0.018	1
0	0	1	1	0	0	1	1	2	1.2	2.4	0.983	0	0.017	1
1	0	0	0	0	0	2	1	2	1.8	3.6	0.415	0	0.585	3
1	0	0	1	0	1	5	999	2	1.6	2.8	0.982	0	0.018	1
1	0	1	1	1	1	4	0	4	2	3	0.999	0	0.001	1
0	0	0	1	0	0	3	1	2	2.6	3.2	0.904	0	0.096	1
0	1	1	1	1	1	4	1	3	2	2	0.033	0.966	0.001	2
1	1	0	0	0	1	4	0	5	1.4	1.4	0.156	0	0.844	3
0	0	0	0	0	1	4	1	3	1.8	3	0.111	0	0.889	3
0	0	0	0	0	0	4	1	1	1.2	3.8	0.111	0	0.889	3
0	0	0	0	1	1	4	1	2	2	1.4	0.221	0	0.779	3
1	0	1	1	0	0	4	0	4	1.2	3.4	0.997	0	0.003	1
1	0	1	1	0	0	5	0	3	2	3	0.997	0	0.003	1
1	0	1	1	0	1	4	1	2	2	3.8	0.997	0	0.003	1
1	0	0	0	0	1	3	1	2	2	3.2	0.415	0	0.585	3
0	0	0	0	0	1	5	1	1	1.4	3.4	0.111	0	0.889	3
1	0	0	1	0	0	2	1	2	1	3.6	0.982	0	0.018	1
1	0	0	1	0	1	2	1	2	1	3.8	0.982	0	0.018	1
1	0	1	1	0	1	5	0	3	2.4	2.6	0.997	0	0.003	1
1	0	1	1	1	1	4	0	5	3	3.2	0.999	0	0.001	1
1	0	1	1	0	0	3	1	4	1.6	3.8	0.997	0	0.003	1
1	0	0	0	0	0	3	1	2	2.2	2.8	0.415	0	0.585	3
1	1	0	0	0	0	5	0	4	2	2.75	0.156	0	0.844	3
1	0	1	1	0	1	3	0	2	1.8	3.6	0.997	0	0.003	1
1	0	0	1	0	0	5	1	2	1.6	2.6	0.982	0	0.018	1
0	0	1	1	1	0	4	0	2	3.2	2.6	0.992	0	0.008	1
0	0	0	0	1	1	4	0	2	1.4	3.4	0.221	0	0.779	3
0	1	0	0	0	0	2	1	2	1.2	3	0.031	0	0.969	3
0	0	1	1	0	0	1	1	3	1	3.4	0.983	0	0.017	1
1	0	0	1	0	1	2	1	2	1	3.2	0.982	0	0.018	1
1	0	1	0	0	1	2	0	3	1.2	3.2	0.814	0	0.186	1
0	0	0	0	0	1	3	1	3	3	2.2	0.111	0	0.889	3
1	0	1	0	1	1	3	1	3	2	3.8	0.909	0	0.091	1
0	0	0	0	0	0	4	1	2	1.8	3.8	0.111	0	0.889	3
0	0	0	0	0	1	2	1	4	2.8	2.6	0.111	0	0.889	3
0	0	0	0	0	1	2	1	3	3.4	2.6	0.111	0	0.889	3
0	0	1	1	1	1	3	0	4	2.2	2.6	0.992	0	0.008	1
1	0	1	1	0	1	3	1	2	4	2.4	0.997	0	0.003	1
0	0	0	0	0	0	3	1	1	1	3.2	0.111	0	0.889	3
1	0	0	0	0	1	4	1	1	1	3	0.415	0	0.585	3
1	0	1	1	0	0	2	1	1	2.2	3	0.997	0	0.003	1
0	0	0	0	0	0	1	1	2	2	1.8	0.111	0	0.889	3
1	0	1	1	0	0	2	1	2	1	3.6	0.997	0	0.003	1
0	0	1	1	0	0	2	1	1	1.2	3.8	0.983	0	0.017	1
0	0	1	0	0	0	4	1	1	1	2.8	0.434	0	0.566	3
1	0	1	0	1	1	5	0	3	2.8	2.6	0.909	0	0.091	1
0	0	0	0	0	1	3	1	3	1.8	2.2	0.111	0	0.889	3
1	0	0	0	0	1	2	0	2	3.2	2.4	0.415	0	0.585	3
1	0	0	1	0	0	5	1	4	1.6	2.6	0.982	0	0.018	1
0	1	1	1	0	0	3	1	3	1	3.8	0.134	0.857	0.009	2
1	0	1	1	0	1	3	1	1	1.4	3.2	0.997	0	0.003	1
1	0	1	1	0	1	2	0	3	2.2	3.2	0.997	0	0.003	1
0	0	0	0	0	1	2	1	2	1.4	1.8	0.111	0	0.889	3
0	0	0	1	0	0	5	0	2	2.2	2.6	0.904	0	0.096	1
1	0	0	1	0	1	3	1	2	1	3.6	0.982	0	0.018	1
1	0	1	1	0	0	3	1	1	1	2.2	0.997	0	0.003	1
1	0	1	1	0	0	4	1	1	1	4	0.997	0	0.003	1
1	0	1	0	0	0	4	0	3	1.4	3.2	0.814	0	0.186	1
0	0	0	1	0	0	4	1	1	1	3.4	0.904	0	0.096	1
0	0	1	1	0	0	3	0	2	2.4	2.6	0.983	0	0.017	1
0	0	0	0	1	0	3	0	4	1.2	3.4	0.221	0	0.779	3
0	0	1	1	1	1	4	1	1	1.4	3.2	0.992	0	0.008	1
1	0	1	1	0	0	3	0	3	2.4	3	0.997	0	0.003	1
1	0	0	0	0	0	3	1	1	2	2.6	0.415	0	0.585	3
1	0	1	0	0	1	3	1	1	1.4	4	0.814	0	0.186	1
1	0	1	1	0	1	4	0	3	1.4	2	0.997	0	0.003	1
0	0	0	1	0	0	3	1	1	1.2	3	0.904	0	0.096	1
1	0	0	0	0	0	3	0	3	1.2	3.2	0.415	0	0.585	3
0	0	0	1	0	1	2	1	2	1	3.4	0.904	0	0.096	1
1	0	1	1	0	0	3	1	1	1.8	3.2	0.997	0	0.003	1
1	0	0	1	0	0	4	1	2	1	3.4	0.982	0	0.018	1
0	0	0	0	0	1	2	1	3	2.8	2.2	0.111	0	0.889	3
1	0	1	0	0	0	2	1	1	1.6	3.8	0.814	0	0.186	1
0	0	1	1	0	0	4	1	3	1.6	3.6	0.983	0	0.017	1
1	0	0	0	1	1	3	1	3	2.4	2.8	0.618	0	0.382	1
1	1	0	1	0	1	3	0	5	2.2	2.8	0.424	0.546	0.03	2
0	0	1	0	0	1	3	1	2	2.2	2.4	0.434	0	0.566	3
1	0	1	1	1	1	3	1	2	2.4	2.8	0.999	0	0.001	1
1	0	0	1	0	1	3	1	2	2	3.8	0.982	0	0.018	1
0	0	1	1	1	1	4	0	4	3	2.4	0.992	0	0.008	1
1	1	0	1	1	0	5	1	5	2.8	3	0.146	0.849	0.005	2
0	0	1	0	1	1	3	1	3	1.6	3.4	0.636	0	0.364	1
1	0	0	0	1	1	3	0	2	2.8	2.2	0.618	0	0.382	1
1	0	1	0	0	1	3	1	2	1	3.4	0.814	0	0.186	1
1	0	1	0	0	1	3	0	4	1	2.8	0.814	0	0.186	1
0	0	0	0	1	1	3	1	2	2.8	2.2	0.221	0	0.779	3
0	0	0	0	0	1	4	1	1	1.4	3.6	0.111	0	0.889	3
0	0	0	0	0	0	3	1	1	1	3.8	0.111	0	0.889	3
1	0	1	0	1	1	3	1	2	1.2	3.2	0.909	0	0.091	1
0	0	0	0	1	1	3	1	4	2.8	1.6	0.221	0	0.779	3
0	0	999	0	0	0	3	1	999	1.2	3.6	0.211	0	0.789	3
1	0	0	0	0	0	1	1	3	1.2	3.6	0.415	0	0.585	3
0	0	0	1	0	0	4	1	1	1.2	3.4	0.904	0	0.096	1
0	0	0	0	0	1	4	1	2	1.6	2.8	0.111	0	0.889	3
1	0	1	1	1	1	4	1	3	2.2	3.2	0.999	0	0.001	1
1	0	1	0	0	1	3	1	3	1	3.6	0.814	0	0.186	1
0	0	1	1	0	1	4	0	2	2	2.6	0.983	0	0.017	1
0	0	0	0	0	0	5	1	1	1.4	2	0.111	0	0.889	3
0	0	0	0	0	1	3	0	1	1.4	2	0.111	0	0.889	3
0	0	1	1	0	1	4	0	1	1.6	3.4	0.983	0	0.017	1
0	1	0	0	0	1	3	0	4	3.4	2.2	0.031	0	0.969	3
1	0	0	1	0	1	4	1	1	1	3.4	0.982	0	0.018	1
0	0	0	0	0	0	3	1	999	1	3.6	0.111	0	0.889	3
0	0	0	0	0	1	4	1	1	1.2	3	0.111	0	0.889	3
0	0	1	1	0	1	3	1	3	1.6	3.2	0.983	0	0.017	1
0	0	0	0	0	0	1	1	1	2	2.8	0.111	0	0.889	3
0	0	0	0	0	0	3	1	1	2.8	2.2	0.111	0	0.889	3
1	0	0	0	1	0	3	0	5	3.8	2	0.618	0	0.382	1
0	0	1	0	0	0	3	0	4	2.2	1.8	0.434	0	0.566	3
1	0	1	0	0	0	4	1	2	1	3.8	0.814	0	0.186	1
0	0	0	1	1	1	3	1	3	2.6	2.4	0.956	0	0.044	1
1	0	0	0	0	1	3	1	2	2.6	1.2	0.415	0	0.585	3
1	0	1	0	1	1	3	0	2	1.2	3.2	0.909	0	0.091	1
1	0	1	0	0	1	5	1	5	1.4	3.2	0.814	0	0.186	1
0	0	1	0	0	1	3	0	1	2	2.8	0.434	0	0.566	3
1	0	0	0	1	1	4	1	5	1.6	3.6	0.618	0	0.382	1
0	0	0	0	0	1	3	0	5	1.6	2.6	0.111	0	0.889	3
0	0	1	1	0	0	5	1	2	1.6	3.2	0.983	0	0.017	1
1	0	1	1	0	0	3	1	1	1.6	3.4	0.997	0	0.003	1
1	0	0	1	1	1	5	0	5	3.6	2.2	0.992	0	0.008	1
1	1	1	1	0	1	2	0	4	1.4	4	0.294	0.702	0.003	2
1	0	1	1	0	1	3	1	1	1.4	3.2	0.997	0	0.003	1
0	0	1	0	0	1	3	0	4	2.4	3.4	0.434	0	0.566	3
0	1	1	1	0	0	3	0	3	2.4	3.4	0.134	0.857	0.009	2
1	0	0	0	0	1	3	0	2	1	3.8	0.415	0	0.585	3
0	0	1	0	0	1	4	1	3	2.2	2.4	0.434	0	0.566	3
0	0	0	0	0	0	4	1	1	1.6	3.4	0.111	0	0.889	3
0	0	1	1	0	1	4	1	1	1.4	3	0.983	0	0.017	1
1	0	1	0	0	0	3	0	1	2	2.8	0.814	0	0.186	1
0	0	1	1	0	0	4	1	3	2	2.75	0.983	0	0.017	1
1	0	1	1	0	0	4	0	1	1	4	0.997	0	0.003	1
1	0	0	1	0	1	4	0	1	1.2	3.6	0.982	0	0.018	1
0	0	0	0	0	1	4	1	1	1	3	0.111	0	0.889	3
1	0	0	1	0	0	4	1	1	2	3.6	0.982	0	0.018	1
1	0	1	1	0	0	4	1	2	1.6	3	0.997	0	0.003	1
1	0	0	1	0	0	4	1	1	1	3.8	0.982	0	0.018	1
0	0	0	0	0	1	4	1	3	1.8	2	0.111	0	0.889	3
0	0	1	0	0	1	3	1	1	1.6	2.6	0.434	0	0.566	3
0	0	0	1	0	0	1	1	2	1	3	0.904	0	0.096	1
1	0	0	1	1	1	3	0	5	2.2	2.6	0.992	0	0.008	1
1	0	0	0	0	1	3	0	3	1.8	3.8	0.415	0	0.585	3
1	0	0	1	0	0	3	1	3	2.6	2.2	0.982	0	0.018	1
1	0	1	1	1	1	5	0	4	2.4	3	0.999	0	0.001	1
1	0	0	1	1	1	3	1	2	2.4	3.2	0.992	0	0.008	1
1	0	1	1	1	1	3	0	3	3	2.8	0.999	0	0.001	1
0	0	0	1	0	0	5	1	2	1.4	3.2	0.904	0	0.096	1
1	1	1	1	1	0	3	1	4	3.8	1.8	0.085	0.914	0	2
1	0	1	1	1	0	3	1	4	1	3.8	0.999	0	0.001	1
1	0	1	0	0	0	4	1	1	1	2.8	0.814	0	0.186	1
0	0	0	0	0	0	3	1	1	1.2	3.4	0.111	0	0.889	3
0	0	0	0	1	1	3	1	3	2.6	2.6	0.221	0	0.779	3
0	0	0	0	0	0	4	1	1	1	3.8	0.111	0	0.889	3
1	0	1	1	0	1	3	0	1	2	3.2	0.997	0	0.003	1
1	0	0	0	0	0	3	1	1	1.8	2.4	0.415	0	0.585	3
1	0	1	1	0	1	3	0	3	2.8	3.6	0.997	0	0.003	1
0	1	1	1	0	0	3	1	2	1.8	3.8	0.134	0.857	0.009	2
0	0	0	0	0	0	3	1	2	2	2.4	0.111	0	0.889	3
1	0	0	0	0	0	4	1	1	1.4	3.6	0.415	0	0.585	3
1	0	1	1	0	999	2	1	2	1.4	3.2	0.997	0	0.003	1
1	1	0	1	0	0	3	0	2	2.6	2.2	0.424	0.546	0.03	2
1	0	1	1	0	0	3	1	4	1	4	0.997	0	0.003	1
1	0	0	0	0	1	4	1	999	1.6	3.4	0.415	0	0.585	3
1	0	0	0	0	0	2	1	1	2	1.4	0.415	0	0.585	3
0	0	0	0	0	0	5	1	2	1	3.2	0.111	0	0.889	3
0	0	0	0	0	0	2	1	2	1	3.4	0.111	0	0.889	3
0	0	1	1	0	0	2	1	2	2.4	2.6	0.983	0	0.017	1
0	0	0	0	0	0	5	1	999	3.4	2.8	0.111	0	0.889	3
1	0	0	1	0	0	3	0	3	1.6	3.4	0.982	0	0.018	1
1	0	0	0	1	1	5	1	4	1.2	3.6	0.618	0	0.382	1
0	0	1	0	0	0	3	1	4	2.4	2.4	0.434	0	0.566	3
1	0	0	1	0	0	5	0	2	1	3	0.982	0	0.018	1
0	0	0	0	0	0	4	1	1	1.6	3.2	0.111	0	0.889	3
0	1	1	1	1	0	3	1	3	2.6	1.8	0.033	0.966	0.001	2
1	0	1	1	0	1	3	0	5	2.8	2.4	0.997	0	0.003	1
0	0	1	0	0	1	2	1	2	1.2	2.4	0.434	0	0.566	3
0	0	0	1	1	1	5	0	5	2	3	0.956	0	0.044	1
