22113	1	7	5	1	0	1	0	1	0	0	0	1	1	1	0	1	1	0	1	2	1.2	3.2
22204	1	7	5	0	0	1	0	1	1	0	0	0	1	1	0	1	1	1	0	3	1.2	3
22205	1	2	2	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	2	1.6	1
22206	0	3	3	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	2	1.6	3.8
22211	1	.	5	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	0	2	2.2	3
22212	1	3	3	1	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	5	3.2	1.8
22214	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1.4	3.8
22218	1	2	2	0	0	1	0	1	0	1	1	0	0	0	0	1	1	0	1	1	1	3
22219	0	2	2	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	1	1.6
22220	1	3	3	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	4
22221	1	2	2	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	4	2.4	2.8
22223	.	3	3	0	0	1	1	0	1	0	0	0	0	1	0	0	1	0	1	2	2	3.25
22224	1	2	2	0	0	0	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1.2	3.2
22302	0	7	5	1	0	1	0	1	1	1	1	1	1	0	0	1	0	1	0	2	1.8	2.8
22303	0	5	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	2.2	2.6
22304	1	3	3	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	2	1	4
22305	0	.	4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
22307	1	2	2	1	0	1	0	1	1	0	1	1	0	0	0	1	0	1	0	4	2.2	2.4
22308	1	7	5	1	0	1	.	1	0	0	0	0	1	1	1	0	1	0	1	1	2.8	3.2
22310	1	2	2	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0	2	2.2	3
22311	1	.	3	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
22312	0	7	5	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	3	2	2.2
22313	0	3	3	1	0	1	1	0	0	1	1	1	1	1	1	0	0	0	1	1	1.4	2.8
22314	0	2	2	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	2	1.4	3.6
22315	1	3	3	1	0	1	0	0	1	1	0	0	1	0	0	0	1	1	0	4	2.8	2.6
22317	1	2	2	1	0	1	1	0	1	1	0	0	0	0	1	1	1	1	1	2	2.2	2.8
22320	0	3	3	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1.4	3.4
22321	1	3	3	1	0	0	1	0	0	0	1	1	1	1	1	1	1	1	0	2	2.75	3.2
22342	.	3	3	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	5	3.4	1.8
22400	1	3	3	1	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	3	2	3.2
22401	1	7	5	0	0	0	0	0	0	1	0	0	0	0	0	0	.	.	1	1	1	3.2
22403	1	3	3	1	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	4	1	3
22407	1	3	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1.8	3.2
22408	0	3	3	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	4	1.6	3
22409	0	2	2	1	0	0	1	1	0	0	0	1	0	0	0	0	1	1	1	2	2	2.4
22410	1	2	2	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	3	2.2	3
22411	1	3	3	1	0	1	1	1	0	0	1	1	1	0	0	1	1	1	0	1	1.8	3.6
22412	1	3	3	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	2	1.2	3.4
22414	0	2	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1.6	3.2
22440	0	2	2	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	4
22442	0	.	3	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
22445	0	2	2	1	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	4	2.6	3.2
22500	0	7	5	0	0	0	1	1	0	0	1	1	1	1	0	1	0	1	1	1	1	4
22501	1	.	2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
22502	1	2	2	1	0	0	1	1	0	0	1	0	1	0	0	1	1	1	1	2	1	4
22504	0	2	2	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	1	2	1.4	2.6
22505	0	.	3	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
22506	0	.	5	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	2	1.8	2.4
22508	0	.	3	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
22509	1	3	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3
22510	0	2	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	2.4	2.4
22511	1	2	2	1	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	3	1.6	3.8
22512	1	2	2	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	1	4	1	2.4
22513	0	6	5	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	2	1	4
22516	1	7	5	0	0	1	0	0	0	1	1	1	1	1	0	1	1	0	0	3	2.8	1.8
22540	0	2	2	0	0	1	1	0	0	1	0	1	1	1	0	1	1	0	1	1	1	3
22541	0	2	2	1	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	4
22544	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1.2
22602	1	3	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	1.8	3.2
22606	1	2	2	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	2	3	2.4
22608	1	3	3	1	0	1	0	0	1	0	1	1	0	0	0	0	1	1	0	3	1.4	3.6
22610	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	1	2.6
22613	1	3	3	1	0	0	1	1	0	0	1	1	1	1	1	0	0	0	0	4	1.4	3.2
22614	1	2	2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
22615	1	3	3	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	3	1.8	2.8
22616	1	3	3	1	0	0	1	1	1	0	1	1	1	1	0	1	0	0	0	4	2.4	3
22642	0	2	2	1	0	1	.	1	0	0	1	1	1	1	1	1	1	0	1	.	1.8	3.6
22700	1	.	5	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
22704	0	.	3	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
22705	1	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3.8	1.4
22707	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1.6	3.6
22708	1	7	5	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	1	2	2.4	3
22709	1	3	3	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	1	4	3.2	1.6
22710	1	7	5	1	0	1	0	1	1	0	0	1	0	1	0	1	0	1	1	4	3.4	2.4
22711	1	2	2	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	4	3	2.2
22715	1	.	2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
22718	0	3	3	0	0	1	1	1	0	0	0	1	1	1	0	1	1	1	1	2	1	3.6
22719	1	2	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	2.6	2.8
22740	0	7	5	0	0	0	0	1	0	0	1	1	1	0	0	1	1	0	0	2	1.8	3.2
22742	0	2	2	1	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	4	2	3.8
22800	0	3	3	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	2	1.6	3
22801	1	5	2	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	0	4	2.2	2.6
22803	0	2	2	0	0	0	0	1	0	1	1	1	0	1	1	0	0	1	1	3	2.4	3
22804	1	7	5	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	2	2	3.4
22806	1	7	5	1	0	0	0	0	0	1	0	1	1	1	1	1	1	0	0	4	3.2	1.6
22808	0	8	5	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	2	1	3
22812	0	3	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	2.4	2.6
22814	0	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3
22815	1	2	2	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	1	2	1.4	3.4
22816	1	4	4	1	0	1	0	0	1	0	1	1	0	0	0	1	1	1	1	3	2.4	2.4
22820	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	2.4
22821	1	.	3	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
23001	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.	2.2	3.6
23003	1	2	2	0	0	1	1	1	0	0	1	0	1	0	0	0	1	1	1	3	2	2.4
23010	0	4	4	0	1	1	1	1	0	0	1	1	1	1	1	1	.	0	0	3	2.4	2.6
23020	0	5	2	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	2	1	4
23029	1	.	4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
23108	1	.	4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
23118	0	2	2	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	0	2	3.4	3.4
23122	1	.	5	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
23201	0	5	2	1	0	1	1	1	0	1	0	0	0	0	1	1	0	1	1	2	2	3.8
23206	1	.	5	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
23207	1	.	4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
23208	0	4	4	1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	.	.	1.6	4
23214	0	7	5	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3.8
23216	0	.	5	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
23217	0	5	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1.6
23227	0	4	4	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	.	1	3
23301	0	3	3	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0	4	1	2.6
23305	1	4	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1.6	3
23309	1	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.2	1.4
23313	1	4	4	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	3	3.6
23320	0	.	5	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	2.25	2.8
23322	1	4	4	0	0	1	0	0	1	1	1	0	0	1	0	1	1	0	0	3	1.6	3.6
23400	1	4	4	1	0	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1.4	3.75
23403	1	7	5	1	1	0	0	1	1	0	1	1	0	0	0	0	1	1	0	4	2.2	3.4
23405	1	.	5	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
23410	1	.	4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
23411	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	1.4	2.8
23413	0	.	2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
23422	1	4	4	0	1	1	1	1	1	0	0	1	0	0	1	1	1	1	0	5	2	2.6
23425	0	7	5	1	0	1	0	0	1	1	1	1	0	0	0	0	1	1	1	.	1.5	3.2
23444	1	5	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	5	1.6	2.2
23501	1	5	2	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1	5	3.8	1
23505	0	.	2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
23506	1	.	4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
23510	1	3	3	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	2	2.2	1.6
23515	0	5	2	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	0	2	3.2	2.8
23518	1	8	5	1	0	0	0	1	0	0	1	1	1	1	0	1	1	0	1	2	1.8	3.4
23519	1	.	2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
23520	1	5	2	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	0	3	3.2	2.4
23524	1	4	4	0	0	1	0	0	0	1	1	0	1	0	0	1	0	0	1	4	2.6	2
23525	1	.	4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
23527	0	4	4	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	1.4	3.2
23528	1	4	4	0	0	0	0	1	0	0	1	1	0	0	0	1	1	1	0	4	3.2	2.2
23529	1	4	4	0	0	1	1	1	0	0	0	0	0	1	1	1	1	1	1	3	1	3.8
23600	1	8	5	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	.	2	1.2	2.8
23604	0	4	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	3.2
23617	0	4	4	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	.	1	3.6
23623	1	8	5	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	5	2.2	1.6
23700	1	5	2	1	0	1	0	1	1	0	0	1	1	0	0	0	1	0	1	4	3.6	2.2
23709	1	.	4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
23714	0	3	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	3.6
23725	0	4	4	1	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	1	1	2.8
23741	0	4	4	0	0	0	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1.6	3.4
23748	0	.	3	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
23753	1	.	4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
23802	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3.6
23803	1	5	2	0	0	1	0	1	0	1	0	1	0	0	0	1	0	1	1	3	1.6	2.4
23811	1	4	4	1	0	1	0	1	0	1	1	1	0	0	0	1	1	1	0	3	1.2	2.8
23815	1	6	5	0	0	1	0	0	1	0	1	1	1	0	0	1	1	1	1	4	1.8	2.2
23828	1	2	2	1	0	1	1	0	1	1	1	0	0	0	0	0	1	1	1	4	3.6	2.4
23831	1	7	5	1	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	2	1.4	4
24020	1	.	5	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
24104	0	.	2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
24112	0	.	2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
24315	0	3	3	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	3.2
24405	1	4	4	1	0	1	1	1	0	1	0	.	0	1	1	1	1	1	1	1	1.2	3.8
24413	0	4	4	0	0	1	1	0	0	1	0	0	1	1	1	1	1	0	1	1	1	3
24417	0	.	4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
24418	1	5	2	1	0	1	1	1	0	0	1	1	1	0	1	1	1	0	1	1	2.2	2.8
24425	1	.	4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
24426	1	8	5	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	5	3	2
24807	0	.	4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
24902	0	.	5	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
24906	0	4	4	0	0	1	1	1	0	0	1	1	.	0	0	0	1	1	1	2	1.4	3.2
24921	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	2.2
26015	0	.	5	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26016	0	.	3	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26017	1	.	4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26021	0	.	5	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26023	1	.	3	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26024	1	.	4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26025	1	.	4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26028	0	.	2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26029	1	.	5	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26031	0	.	5	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26033	0	.	4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26034	1	.	4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26048	1	.	4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26049	0	.	4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26104	1	.	5	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26105	0	5	2	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.8	2.8
26113	0	4	4	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	3	1.8	2.8
26116	0	.	5	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26124	1	.	4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26201	0	4	4	0	0	0	0	1	.	0	0	1	1	1	0	0	1	1	0	2	1.2	3.2
26202	1	.	2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26204	1	.	4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26211	0	5	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	1	3.4
26224	1	.	4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26229	0	.	4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26301	1	4	4	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1.6	3.6
26304	1	8	5	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2	1	3.6
26306	0	5	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1.4	2.6
26307	0	.	3	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26308	1	3	3	0	1	0	0	0	1	0	0	0	1	0	1	1	1	1	0	1	1.6	2.8
26309	0	5	2	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	3	1.6	3.4
26401	1	8	5	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	3	2.4	3
26402	1	5	2	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	4	2.2	2
26403	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3.6
26406	1	7	5	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	1.4	3
26407	1	4	4	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	1	1	4
26410	0	4	4	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	5	1.2	3.8
26411	0	.	4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26412	1	8	5	0	0	1	1	1	1	0	1	0	0	0	0	.	1	1	1	4	3	2
26413	1	7	5	0	0	1	1	1	0	0	1	1	0	0	0	1	1	1	0	3	2.8	2.6
26414	1	2	2	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	3	1.6	2.2
26417	1	3	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	4	2.4	2.6
26420	1	.	4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26603	1	.	4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26605	1	4	4	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	5	1.2	3.2
26614	0	.	4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26615	1	4	4	1	0	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	2.2	2.6
26616	1	.	4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26617	1	4	4	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	2	1.4	3.6
26618	1	.	5	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	5	3	1.8
26619	0	4	4	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	0	3	2.2	3.2
26622	0	.	3	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26627	0	4	4	0	1	1	0	0	0	1	0	0	1	1	0	1	1	1	1	2	1	3.4
26630	1	.	4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26631	1	6	5	1	0	1	0	1	0	0	1	1	1	1	0	1	0	1	1	3	2.2	3
26633	1	.	5	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26636	.	4	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.4	1.8
26637	0	4	4	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	2	1.2	3.2
26638	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3.6
26639	1	7	5	0	0	1	0	1	0	0	1	1	0	0	0	1	1	1	1	2	2	3
26643	1	.	5	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26655	1	4	4	0	0	1	1	0	0	1	0	.	0	0	0	0	0	0	1	1	1.2	3.6
26656	0	5	2	0	0	0	0	.	0	0	0	0	1	0	1	1	1	0	1	1	1.8	3
26657	.	4	4	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	.	1	3.4
26660	1	3	3	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1	1	5	2.6	1.8
26665	0	4	4	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	1.4	3
26667	0	4	4	1	0	0	0	0	.	0	0	0	0	0	0	0	0	0	1	.	1.8	3.2
26672	1	.	4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26674	1	4	4	1	0	1	0	0	0	1	0	1	1	0	1	1	1	1	1	3	1.8	3.2
26679	0	.	5	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26683	0	2	2	0	1	1	0	1	0	0	0	1	0	0	0	1	0	1	0	4	1.8	2.8
26689	1	.	5	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26704	1	4	4	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	1	1	1.8	3
26706	0	3	3	0	1	1	0	1	1	1	0	0	0	0	0	1	1	1	0	2	2.2	2.4
26709	0	.	2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26714	1	4	4	0	0	1	1	1	0	0	0	1	1	0	0	1	1	1	1	3	2.8	2.4
26720	1	.	4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26722	1	4	4	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	1	1	2.8	3.4
26725	0	3	3	0	0	1	1	1	0	0	0	1	1	0	0	1	1	1	1	2	1.8	3
26729	1	2	2	1	0	1	0	1	0	0	1	1	1	1	0	1	1	1	1	2	1.4	3.8
26730	1	.	2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26733	1	7	5	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	2	1	3.6
26734	1	4	4	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2	1.2	3.2
26737	0	1	1	0	0	1	1	1	0	0	0	1	0	1	1	0	0	0	1	2	1.2	2.4
26738	0	2	2	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	2	1.8	3.6
26741	1	7	5	1	0	0	0	1	0	0	1	.	.	.	.	.	.	.	.	2	1.6	2.8
26745	1	4	4	1	0	1	0	1	1	0	0	1	0	0	0	1	0	1	0	4	2	3
26749	0	3	3	0	0	0	0	1	0	1	0	1	0	0	0	1	1	1	1	2	2.6	3.2
26765	1	.	4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26776	1	.	5	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26782	0	.	4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
